"source";"Act. GI Day";"Actual delivery date";"BG  booked";"BG  booked2";"Calendar Day";"Carrier";"Carrier2";"Company Code";"Company Code2";"Core Business Indicator";"Core Business Indicator2";"Country ship-to";"Country ship-to2";"Country sold-to";"Country sold-to2";"Created on";"Cust Hier1";"Cust Hier12";"Cust Hier2";"Cust Hier22";"Cust Hier3";"Cust Hier32";"Customer Channel";"Customer Channel2";"Customer Cluster";"Customer Cluster2";"Delivery date plann.";"Delivery plant";"Delivery plant2";"Document currency";"Document currency2";"Exchange rate effect";"Extern. Sales Office";"Extern. Sales Office2";"FI-ML0";"FI-ML02";"Fiscal year/period";"Fiscal year/period2";"Int. Sales Group";"Int. Sales Group2";"Int. Sales office";"Int. Sales office2";"Key Industry";"Key Industry2";"Leg transp. Chain";"Leg transp. Chain2";"Loading Country";"Loading Country2";"Loading location";"Loading location2";"Marketing Customer ship-to";"Marketing Customer ship-to2";"Marketing Customer sold-to";"Marketing Customer sold-to2";"Marketing Level 0";"Marketing Level 02";"Marketing Level 1";"Marketing Level 12";"Marketing Level 2";"Marketing Level 22";"Marketing Level 3";"Marketing Level 32";"Marketing Level 4";"Marketing Level 42";"Material";"Material2";"Mode of transport";"Mode of transport2";"Net due date";"PH3 Cluster";"PH3 Cluster2";"Plan. goods is. date";"Plant";"Plant2";"Posting date";"Prod.Hier.1";"Prod.Hier.12";"Prod.Hier.2";"Prod.Hier.22";"Prod.Hier.3";"Prod.Hier.32";"Prod.Hier.4";"Prod.Hier.42";"Prod.Hier.5";"Prod.Hier.52";"Prod.Hier.6";"Prod.Hier.62";"Prod.Hier.622";"Prod.Hier.6222";"Produced Material";"Produced Material2";"Region ship-to";"Region ship-to2";"Region sold-to";"Region sold-to2";"Reporting Unit  book";"Reporting Unit  book2";"Risk Class";"Risk Class2";"Risk category";"Risk category2";"SBE";"SBE2";"Sales Organization";"Sales Organization2";"Ship-to";"Ship-to2";"ShipTo State/ Province";"ShipTo State/ Province2";"Sold-to";"Sold-to2";"SoldTo State/ Province";"SoldTo State/ Province2";"Subregion ship-to";"Subregion ship-to2";"Subregion sold-to";"Subregion sold-to2";"T3 Arr. Date planned";"T3 Arr. date actual";"T3 Loading Loc. ROI";"T3 Loading Loc. ROI2";"T3 SH Shipper";"T3 SH Shipper2";"TM Destin. Location";"TM Destin. Location2";"Unpacked good";"Unpacked good2";"KPI AR-KeyDate: Amount in EUR";"KPI AR-KeyDate: Counter";"KPI AR-KeyDate: Net Value of Billing Item (DC)";"KPI AR-KeyDate: Weighted WoC Target days";"KPI AR-KeyDate: Weighted target days";"KPI AR-PM: Amount EUR";"KPI AR-PM: Counter";"KPI AR-PM: Diff WoC Target";"KPI AR-PM: EDO (Effective Days Outstanding)";"KPI AR-PM: Performance Days";"KPI AR-PM: Posting Days";"KPI AR-PM: Weighted WoC Target days";"KPI AR-PM: Weighted days late";"KPI AR-PM: Weighted performance";"KPI AR-PM: Weighted target days";"KPI COPA: Gross Sales Qty";"KPI COPA: Gross sales";"KPI COPA: Net proceeds";"KPI COPA: Net sales";"KPI COPA: Sales adjustments";"KPI COPA: Sales deductions";"KPI COSMOS: Consolidated Marginal Income 2a";"KPI COSMOS: Consolidated Marginal Income I";"KPI COSMOS: Gross Sales";"KPI COSMOS: Gross Sales Qty (in+ex)";"KPI COSMOS: Net Proceeds";"KPI COSMOS: Net Sales";"KPI COSMOS: Product Costs  Var.";"KPI COSMOS: Sales Adjustments";"KPI COSMOS: Sales Deductions";"KPI COSMOS: Total Manufacturing Costs  Fix";"KPI OTIF: # OT not in full";"KPI OTIF: # OTIF";"KPI OTIF: # late GI";"KPI OTIF: # late IF";"KPI OTIF: # late NIF";"KPI OTIF: # late create";"KPI OTIF: # late transport";"KPI OTIF: # not in full";"KPI OTIF: # on time";"KPI OTIF: # total deliveries";"KPI OTIF: # total late";"KPI OTIF: # total late+OT NIF";"KPI OTIF: 1. Agreed quantity KG";"KPI OTIF: Delivery Quantity KG";"KPI OTIF: Overdelivery KG";"KPI OTIF: Qty deviation KG";"KPI OTIF: Underdelivery KG";"KPI Sales: Delivery Quantity KG";"KPI Sales: Net value deliv. DC";"KPI Sales: Net value delivery EUR"
"AR-KeyDate";"";"";"73";"EP";"";"";"";"1554";"Covestro Polymers (C";"O";"Non core others";"US";"USA";"US";"USA";"";"50";"PM PC Resin";"518";"PM Resins";"70191";"PM Water Bottle";"D03";"DIR-LT Long Tail (direct)";"1299";"PM Others/non core";"";"THAB";"PRD EP  CPD MTP THAB";"";"";"";"#";"Not assigned";"73";"EP";"007.2026";"007.2026";"599";"SALESGROUP GLOBAL";"";"";"01";"Automotive";"";"";"";"";"";"";"2090571";"Covestro AG";"2090571";"Covestro AG";"73";"EP";"M73";"EP Mobility";"306";"EP Mobility";"136";"EP MOB Lighting";"A385";"EP MOB Lighting";"56843799";"M.2405C         901510   MAS048   BK150W";"";"";"15.08.2026";"73060";"EP Resins";"";"THAB";"PRD EP  CPD MTP THAB";"16.07.2026";"73";"EP";"31";"RESINS";"626";"MAKROLON FOR IM - DR";"903";"IM DS OPAQUE";"#";"73/31/626/903/Not as";"#";"73/31/626/903/Not as";"";"";"598116";"M.2405C         901510   MAS048";"R2";"NA";"R2";"NA";"060";"EP Resins";"#";"Not assigned";"#/#";"Not assigned";"31";"EP";"B820";"COV Polymers (China)";"7681258";"Plant ORY1";"US OH";"Ohio";"7681258";"Plant ORY1";"US OH";"Ohio";"R21";"NA";"R21";"NA";"";"";"";"";"";"";"";"";"598116";"M.2405C         901510   MAS048";"82914,45";"1,000";"";"1243716,75";"2487433,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"COSMOS";"";"";"73";"EP";"22.03.2026";"";"";"1554";"Covestro Polymers (C";"O";"Non core others";"HK";"Hong Kong";"HK";"Hong Kong";"";"02";"EP EE";"304";"EP Electronics";"73033";"EP Copier/Printer";"D01";"DIR-Direct";"#";"Not assigned";"";"#";"Not assigned";"";"";"40,86";"BMSPL";"BMS PLANT";"";"";"003.2026";"003.2026";"599";"SALESGROUP GLOBAL";"TW02";"COV Taiwan2 export";"01";"Automotive";"";"";"";"";"";"";"2090571";"Covestro AG";"2090571";"Covestro AG";"73";"EP";"M73";"EP Mobility";"306";"EP Mobility";"142";"EP MOB INT";"A386";"EP MOB INT";"6588824";"B.T65XF CN      901510            BE100W";"";"";"";"73060";"EP Resins";"";"#";"Not assigned";"";"73";"EP";"31";"RESINS";"414";"BAYBLEND T / GV";"775";"BAYBLEND T XF";"#";"73/31/414/775/Not as";"#";"73/31/414/775/Not as";"";"";"939355";"B.T65XF CN      901510";"R3";"APAC";"R3";"APAC";"060";"EP Resins";"";"";"";"";"31";"EP";"B820";"COV Polymers (China)";"382671";"Covestro (Hong Kong) Limited";"HK HK";"Hong Kong Island";"382671";"Covestro (Hong Kong) Limited";"HK HK";"Hong Kong Island";"R32";"GREATER CHINA";"R32";"GREATER CHINA";"";"";"";"";"";"";"";"";"939355";"B.T65XF CN      901510";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15230,83";"14756,84";"37496,67";"3011,781";"36048,14";"35930,60";"21291,30";"-117,54";"1566,07";"6951,95";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AR-KeyDate";"";"";"73";"EP";"";"";"";"1554";"Covestro Polymers (C";"C";"Core external market";"CN";"PR of China";"CN";"PR of China";"";"72";"CA Flagship";"722";"CA IC";"75021";"IC Furniture";"D01";"DIR-Direct";"#";"Not assigned";"";"B8KA";"PRD PM  WS CAO";"";"";"";"#";"Not assigned";"70";"PM";"002.2026";"002.2026";"599";"SALESGROUP GLOBAL";"";"";"05";"Wood & Furniture";"";"";"";"";"";"";"2090571";"Covestro AG";"2090571";"Covestro AG";"70";"PM";"A70";"PM Sales APAC";"531";"PM TC SF/AS (TDI+)";"075";"PM Flex Foam APAC";"A902";"PM Furnit FF Slabsto";"241990";"DESMODUR T 80            0250,00 KG B13";"";"";"20.03.2026";"70520";"STDI";"";"B8KA";"PRD PM  WS CAO";"13.02.2026";"70";"PM";"05";"TDI PM";"140";"TDI T 80";"191";"TDI T 80";"#";"70/05/140/191/Not as";"#";"70/05/140/191/Not as";"";"";"409448";"TDI T 80";"R3";"APAC";"R3";"APAC";"060";"EP Resins";"1";"Excellent default";"1257/#";"1257/Not assigned";"31";"EP";"B820";"COV Polymers (China)";"3604521";"Covestro (Shanghai) Investment";"CN 020";"Shanghai";"3604521";"Covestro (Shanghai) Investment";"CN 020";"Shanghai";"R32";"GREATER CHINA";"R32";"GREATER CHINA";"";"";"";"";"";"";"";"";"5213312";"DESMODUR T 80";"46873,18";"2,000";"";"703097,70";"1406195,40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Sales";"10.05.2025";"15.05.2025";"";"";"";"";"";"";"";"T";"Core tolling";"IN";"India";"IN";"India";"08.05.2025";"71";"CA Speedboat";"753";"CA SCS";"75063";"SCS Others";"D01";"DIR-Direct";"#";"Not assigned";"12.05.2025";"#";"Not assigned";"EUR";"Euro";"";"";"";"";"";"";"";"";"";"USP1";"COV USA";"02";"Construction";"";"";"";"";"";"";"11218359";"PLANT I1AG";"11218359";"PLANT I1AG";"70";"PM";"E70";"PM Sales EMLA";"520";"PM TC CON/OTH (MDI+)";"085";"PM Constr. Ins.EMEA";"E078";"PM MetalPanelsConti.";"696114";"DESMODUR 44 V 70 L       0000,00 KG T01";"";"";"";"70630";"SMDI";"07.05.2025";"#";"Not assigned";"";"70";"PM";"04";"MDI PM";"100";"MDI PM POLYMER";"172";"pMDI";"#";"70/04/100/172/Not as";"#";"70/04/100/172/Not as";"73814";"ZUSATZM. VP.PU 1748";"5637295";"MDI 44 V 70 L";"R3";"APAC";"R3";"APAC";"";"";"";"";"";"";"";"";"";"";"11218359";"PLANT I1AG";"IN MH";"Maharashtra";"11218359";"PLANT I1AG";"IN MH";"Maharashtra";"R34";"INDIA SUBCONTINENT";"R34";"INDIA SUBCONTINENT";"";"";"";"";"";"";"";"";"4383729";"DESMODUR 44 V 70 L";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"6720,880";"33604,40";"34448,09"
"AR-PM";"";"";"73";"EP";"";"";"";"0422";"Covestro (Thailand)";"C";"Core external market";"US";"USA";"US";"USA";"";"53";"PM Others";"514";"PM Others";"70144";"PM Independent SH";"D04";"DIR-KA Large Account";"1260";"PM ISH";"";"";"";"";"";"";"#";"Not assigned";"70";"PM";"003.2026";"003.2026";"599";"SALESGROUP GLOBAL";"I120";"COV in.Priv.Ltd.";"05";"Wood & Furniture";"";"";"";"";"";"";"3424348";"Sealed Air Corporation";"3424348";"Sealed Air Corporation";"70";"PM";"E70";"PM Sales EMLA";"515";"PM TC SF/AS (TDI+)";"081";"PM Flex Foam EMEA";"E102";"PM Flex. Slabstock";"242016";"DESMODUR T 80            0000,00 KG T01";"";"";"20.04.2026";"70520";"STDI";"";"4AAB";"PRD EP  CPD GUA 4AAB";"22.03.2026";"70";"PM";"05";"TDI PM";"140";"TDI T 80";"191";"TDI T 80";"#";"70/05/140/191/Not as";"#";"70/05/140/191/Not as";"";"";"409448";"TDI T 80";"R2";"NA";"R2";"NA";"060";"EP Resins";"Not assigned";"Not assigned";"";"";"31";"EP";"TH20";"COV (Thailand) Ltd.";"5653076";"Sealed Air Corp";"US NC";"North Carolina";"5653076";"Sealed Air Corp";"US NC";"North Carolina";"R21";"NA";"R21";"NA";"";"";"";"";"";"";"";"";"5213312";"DESMODUR T 80";"";"";"";"";"";"16991,89";"1,000";"6";"27,00";"30,00";"3,00";"356829,69";"-50975,67";"458,78";"509756,70";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AR-KeyDate";"";"";"73";"EP";"";"";"";"1554";"Covestro Polymers (C";"E";"Non core coproducer";"CN";"PR of China";"CN";"PR of China";"";"02";"EP EE";"303";"EP Electrical";"73029";"EP Security";"D01";"DIR-Direct";"#";"Not assigned";"";"B8AA";"PRD PM  MDI TRAIN CA";"";"";"";"BMSPL";"BMS PLANT";"70";"PM";"006.2025";"006.2025";"599";"SALESGROUP GLOBAL";"";"";"05";"Wood & Furniture";"";"";"";"";"";"";"2090571";"Covestro AG";"2090571";"Covestro AG";"70";"PM";"A70";"PM Sales APAC";"531";"PM TC SF/AS (TDI+)";"075";"PM Flex Foam APAC";"A902";"PM Furnit FF Slabsto";"3827899";"DESMODUR T 80-CN         0000,00 KG T01";"";"";"27.07.2025";"70520";"STDI";"";"B8AA";"PRD PM  MDI TRAIN CA";"24.06.2025";"70";"PM";"05";"TDI PM";"140";"TDI T 80";"191";"TDI T 80";"#";"70/05/140/191/Not as";"#";"70/05/140/191/Not as";"";"";"83331209";"TDI T 80 CN";"R3";"APAC";"R3";"APAC";"060";"EP Resins";"1";"Excellent default";"1257/#";"1257/Not assigned";"31";"EP";"B820";"COV Polymers (China)";"3604521";"Covestro (Shanghai) Investment";"CN 020";"Shanghai";"3604521";"Covestro (Shanghai) Investment";"CN 020";"Shanghai";"R32";"GREATER CHINA";"R32";"GREATER CHINA";"";"";"";"";"";"";"";"";"6362338";"DESMODUR T 80-CN";"81563,24";"2,000";"";"1223448,60";"2446897,20";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AR-KeyDate";"";"";"73";"EP";"";"";"";"1705";"Covestro Guangzhou/C";"C";"Core external market";"CN";"PR of China";"CN";"PR of China";"";"72";"CA Flagship";"722";"CA IC";"75032";"IC General Industry";"D01";"DIR-Direct";"#";"Not assigned";"";"IKKU";"PRD EP  CPD FLG";"";"";"";"#";"Not assigned";"70";"PM";"011.2025";"011.2025";"LH1";"CHEYO";"";"";"16";"Trader / Co-Producer";"";"";"";"";"";"";"2090571";"Covestro AG";"2090571";"Covestro AG";"70";"PM";"A70";"PM Sales APAC";"730";"PM RPM APAC";"096";"PM RPM ISO APAC";"A300";"PM Transfer ISO";"241990";"DESMODUR T 80            0250,00 KG B13";"";"";"22.12.2025";"70520";"STDI";"";"IKKU";"PRD EP  CPD FLG";"20.11.2025";"70";"PM";"05";"TDI PM";"140";"TDI T 80";"191";"TDI T 80";"#";"70/05/140/191/Not as";"#";"70/05/140/191/Not as";"";"";"409448";"TDI T 80";"R3";"APAC";"R3";"APAC";"060";"EP Resins";"1";"Excellent default";"1257/#";"1257/Not assigned";"31";"EP";"4A20";"COV Guangzhou Ltd";"3604521";"Covestro (Shanghai) Investment";"CN 020";"Shanghai";"3604521";"Covestro (Shanghai) Investment";"CN 020";"Shanghai";"R32";"GREATER CHINA";"R32";"GREATER CHINA";"";"";"";"";"";"";"";"";"5213312";"DESMODUR T 80";"16034,21";"3,000";"";"240513,15";"481026,30";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"COPA";"";"";"73";"EP";"";"";"";"0422";"Covestro (Thailand)";"R";"Non core raw mat.";"DE";"Germany";"DE";"Germany";"";"72";"CA Flagship";"722";"CA IC";"75032";"IC General Industry";"I01";"IN-DIS Distributor";"#";"Not assigned";"";"4AAB";"PRD EP  CPD GUA 4AAB";"";"";"";"#";"Not assigned";"";"";"010.2025";"010.2025";"599";"SALESGROUP GLOBAL";"USP1";"COV USA";"09";"Engineering";"";"";"";"";"";"";"1155824";"CG Chemikalien GmbH & Co KG";"1155824";"CG Chemikalien GmbH & Co KG";"70";"PM";"A70";"PM Sales APAC";"521";"PM TC CON/OTH (MDI+)";"076";"PM Apparel APAC";"A906";"PM RM for TPU";"87317049";"DESMODUR 0121 CN         0000,00 KG T01";"";"";"";"70630";"SMDI";"";"4AAB";"PRD EP  CPD GUA 4AAB";"25.10.2025";"70";"PM";"04";"MDI PM";"110";"MDI PM MONOMER";"173";"4,4'-mMDI";"#";"70/04/110/173/Not as";"#";"70/04/110/173/Not as";"";"";"86180510";"MDI 0121 CN";"R1";"EMEA";"R1";"EMEA";"060";"EP Resins";"";"";"";"";"31";"EP";"TH20";"COV (Thailand) Ltd.";"8661814";"CSC JÄKLECHEMIE GmbH & Co. KG";"DE 09";"Bavaria";"8661814";"CSC JÄKLECHEMIE GmbH & Co. KG";"DE 09";"Bavaria";"R11";"WEST EUROPE";"R11";"WEST EUROPE";"";"";"";"";"";"";"";"";"87315585";"DESMODUR 0121 CN";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"18980,990";"78391,49";"73855,74";"77607,15";"3751,40";"784,34";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"OTIF";"20.01.2026";"";"";"";"";"7036825";"DHL GLOBAL FORWARDIN";"";"";"C";"Core external market";"HK";"Hong Kong";"HK";"Hong Kong";"";"72";"CA Flagship";"722";"CA IC";"75021";"IC Furniture";"I08";"IN-PLA TransPlant";"#";"Not assigned";"";"#";"Not assigned";"";"";"";"";"";"";"";"";"";"";"";"TW02";"COV Taiwan2 export";"05";"Wood & Furniture";"#";"#";"CN";"PR of China";"CN/CN_B802";"PUR MMDI FG SHIPPING Bulk";"2090571";"Covestro AG";"2090571";"Covestro AG";"70";"PM";"N70";"PM Sales NA";"540";"PM TC SF/AS (TDI+)";"083";"PM Flex Foam NA";"N002";"PM Slabstock Foam";"84189341";"ARCOL POLYOL HS-200      0000,00 KG T001";"30";"Truck";"";"#";"Not assigned";"";"#";"Not assigned";"";"70";"PM";"06";"PET PM";"220";"PET FILLED";"21B";"PMPO BLEND FILLED";"#";"70/06/220/21B/Not as";"#";"70/06/220/21B/Not as";"";"";"83316692";"ARCOL POLYOL HS-200";"R3";"APAC";"R3";"APAC";"";"";"";"";"";"";"";"";"";"";"382671";"Covestro (Hong Kong) Limited";"HK HK";"Hong Kong Island";"382671";"Covestro (Hong Kong) Limited";"HK HK";"Hong Kong Island";"R32";"GREATER CHINA";"R32";"GREATER CHINA";"19.02.2026";"19.02.2026";"CN CN_B802";"PUR MMDI FG SHIPPING Bulk";"#";"#";"C_0011391972";"RUPAL PLASTIC PRIVATE LIMITED";"83316692";"ARCOL POLYOL HS-200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,000";"1,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"1,000";"1,000";"0,000";"0,000";"12700,080";"12700,080";"0,000";"0,000";"-0,000";"";"";""
"AR-PM";"";"";"73";"EP";"";"";"";"1705";"Covestro Guangzhou/C";"O";"Non core others";"CN";"PR of China";"CN";"PR of China";"";"02";"EP EE";"303";"EP Electrical";"73029";"EP Security";"D01";"DIR-Direct";"#";"Not assigned";"";"";"";"";"";"";"#";"Not assigned";"70";"PM";"006.2026";"006.2026";"LH1";"CHEYO";"B220";"Western Europe";"02";"Construction";"";"";"";"";"";"";"2090571";"Covestro AG";"2090571";"Covestro AG";"70";"PM";"A70";"PM Sales APAC";"521";"PM TC CON/OTH (MDI+)";"033";"PM B&C APAC";"A944";"PM Insulation Spray";"4448859";"DESMODUR 44 V 20 L CN    0250,00 KG B13";"";"";"08.07.2026";"70630";"SMDI";"";"B8KB";"PRD EP  CPD CAO B8KB";"13.06.2026";"70";"PM";"04";"MDI PM";"100";"MDI PM POLYMER";"172";"pMDI";"#";"70/04/100/172/Not as";"#";"70/04/100/172/Not as";"";"";"6727875";"MDI 44 V 20 L CN";"R3";"APAC";"R3";"APAC";"060";"EP Resins";"Not assigned";"Not assigned";"";"";"31";"EP";"4A20";"COV Guangzhou Ltd";"3604521";"Covestro (Shanghai) Investment";"CN 020";"Shanghai";"3604521";"Covestro (Shanghai) Investment";"CN 020";"Shanghai";"R32";"GREATER CHINA";"R32";"GREATER CHINA";"";"";"";"";"";"";"";"";"6727883";"DESMODUR 44 V 20 L CN";"";"";"";"";"";"117117,14";"1,000";"10";"25,00";"26,00";"1,00";"1756757,10";"-585585,70";"2927,93";"3513514,20";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AR-PM";"";"";"73";"EP";"";"";"";"1554";"Covestro Polymers (C";"B";"Non core basic chem.";"MX";"Mexico";"MX";"Mexico";"";"#";"Not assigned";"#";"#";"#";"#";"D01";"DIR-Direct";"#";"Not assigned";"";"";"";"";"";"";"#";"Not assigned";"70";"PM";"001.2025";"001.2025";"599";"SALESGROUP GLOBAL";"TW03";"COV Taiwan domestic";"03";"Electrica/Electronic";"";"";"";"";"";"";"11249558";"Plant MXQR";"11249558";"Plant MXQR";"70";"PM";"A70";"PM Sales APAC";"521";"PM TC CON/OTH (MDI+)";"077";"PM Appliance APAC";"A040";"PM Refri. & Free";"4448867";"DESMODUR 44 V 20 L CN    0000,00 KG T01";"";"";"29.03.2025";"70630";"SMDI";"";"THAB";"PRD EP  CPD MTP THAB";"01.01.2025";"70";"PM";"04";"MDI PM";"100";"MDI PM POLYMER";"172";"pMDI";"#";"70/04/100/172/Not as";"#";"70/04/100/172/Not as";"";"";"6727875";"MDI 44 V 20 L CN";"R2";"NA";"R2";"NA";"060";"EP Resins";"Not assigned";"Not assigned";"";"";"31";"EP";"B820";"COV Polymers (China)";"11249558";"Plant MXQR";"MX QUE";"Queretaro";"11249558";"Plant MXQR";"MX QUE";"Queretaro";"R21";"NA";"R21";"NA";"";"";"";"";"";"";"";"";"6727883";"DESMODUR 44 V 20 L CN";"";"";"";"";"";"26203,90";"3,000";"72";"87,00";"87,00";"0,00";"393058,50";"-78611,70";"2279,74";"2358351,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"COSMOS";"";"";"73";"EP";"22.02.2025";"";"";"0422";"Covestro (Thailand)";"P";"Core coproducer";"CN";"PR of China";"CN";"PR of China";"";"50";"PM PC Resin";"518";"PM Resins";"70170";"PM Resin Others";"D01";"DIR-Direct";"#";"Not assigned";"";"B8KB";"PRD EP  CPD CAO B8KB";"";"";"-84,18";"#";"Not assigned";"";"";"002.2025";"002.2025";"599";"SALESGROUP GLOBAL";"I120";"COV in.Priv.Ltd.";"02";"Construction";"";"";"";"";"";"";"2090571";"Covestro AG";"2090571";"Covestro AG";"70";"PM";"N70";"PM Sales NA";"541";"PM TC CON/OTH (MDI+)";"086";"PM Rigid Foam NA";"N016";"PM Poly-ISO";"1677350";"MONDUR 489               0000,00 KG T001";"";"";"";"#";"Not assigned";"";"B8KB";"PRD EP  CPD CAO B8KB";"";"70";"PM";"04";"MDI PM";"100";"MDI PM POLYMER";"172";"pMDI";"#";"70/04/100/172/Not as";"#";"70/04/100/172/Not as";"";"";"5637295";"MDI 44 V 70 L";"R3";"APAC";"R3";"APAC";"060";"EP Resins";"";"";"";"";"31";"EP";"TH20";"COV (Thailand) Ltd.";"3581054";"Plant NLAJ";"CN";"CN/Not assigned";"3581054";"Plant NLAJ";"CN";"CN/Not assigned";"R32";"GREATER CHINA";"R32";"GREATER CHINA";"";"";"";"";"";"";"";"";"5289068";"MONDUR 489";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4094,72";"4112,14";"12347,90";"3382,985";"11440,17";"11950,67";"7328,04";"510,50";"397,23";"1610,53";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"COPA";"";"";"73";"EP";"";"";"";"1705";"Covestro Guangzhou/C";"N";"Non core tolling";"CN";"PR of China";"CN";"PR of China";"";"02";"EP EE";"304";"EP Electronics";"73001";"EP Consumer IoT";"D01";"DIR-Direct";"#";"Not assigned";"";"IKKU";"PRD EP  CPD FLG";"";"";"";"#";"Not assigned";"";"";"004.2025";"004.2025";"LH1";"CHEYO";"B220";"Western Europe";"12";"Chemical";"";"";"";"";"";"";"2090571";"Covestro AG";"2090571";"Covestro AG";"70";"PM";"N70";"PM Sales NA";"761";"PM RPM BC NA";"650";"PM IBC US/CAN  NA";"N608";"PM Baytown Caustic";"2818632";"LIQUID CAUSTIC SODA 50%  0000,00 KG R001";"";"";"";"#";"Not assigned";"";"IKKU";"PRD EP  CPD FLG";"13.04.2025";"76";"BASIC CHEMICALS";"61";"BASIC CHEMICALS";"096";"SODIUMHYDROXIDE";"573";"SODIUMHYD.SOL.50%";"#";"76/61/096/573/Not as";"#";"76/61/096/573/Not as";"";"";"5594561";"LIQUID CAUSTIC SODA 50%";"R3";"APAC";"R3";"APAC";"060";"EP Resins";"";"";"";"";"31";"EP";"4A20";"COV Guangzhou Ltd";"3604521";"Covestro (Shanghai) Investment";"CN 020";"Shanghai";"3604521";"Covestro (Shanghai) Investment";"CN 020";"Shanghai";"R32";"GREATER CHINA";"R32";"GREATER CHINA";"";"";"";"";"";"";"";"";"5594561";"LIQUID CAUSTIC SODA 50%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2688,098";"20644,59";"20111,59";"20283,49";"171,90";"361,10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Sales";"06.04.2025";"07.04.2025";"";"";"";"";"";"";"";"P";"Core coproducer";"CN";"PR of China";"CN";"PR of China";"05.04.2025";"#";"Not assigned";"#";"#";"#";"#";"D01";"DIR-Direct";"#";"Not assigned";"08.04.2025";"ORY1";"DCRP TOTAL DIST COLU";"EUR";"Euro";"";"";"";"";"";"";"";"";"";"B220";"Western Europe";"01";"Automotive";"";"";"";"";"";"";"2090571";"Covestro AG";"2090571";"Covestro AG";"73";"EP";"M73";"EP Mobility";"306";"EP Mobility";"136";"EP MOB Lighting";"A385";"EP MOB Lighting";"81478989";"M.LED2245P      000000            BK150W";"";"";"";"73060";"EP Resins";"05.04.2025";"ORY1";"DCRP TOTAL DIST COLU";"";"73";"EP";"31";"RESINS";"625";"MAKROLON FOR IM - WE";"895";"IM WS LED";"#";"73/31/625/895/Not as";"#";"73/31/625/895/Not as";"86081997";"PET U 2016";"81038431";"M.LED2245P      000000";"R3";"APAC";"R3";"APAC";"";"";"";"";"";"";"";"";"";"";"3604521";"Covestro (Shanghai) Investment";"CN 020";"Shanghai";"3604521";"Covestro (Shanghai) Investment";"CN 020";"Shanghai";"R32";"GREATER CHINA";"R32";"GREATER CHINA";"";"";"";"";"";"";"";"";"81038431";"M.LED2245P      000000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19491,550";"149695,10";"151758,80"
